page,base,target,last_price,volume_usd,bid_ask_spread,trust_score,market,coin_id,target_coin_id,trading_pair,Volume,liquidity_score,trust_grade
9,matic,WETH,5.26278825e-05,22.34,0.749272,yellow,Uniswap V3 (Ethereum),matic-network,weth,matic/WETH,$22,0.0,D
9,YUSD,WETH,0.0002173212475,44.38,0.819343,yellow,Uniswap V3 (Ethereum),aegis-yusd,weth,YUSD/WETH,$44,0.0,D
9,MEGA,WETH,5.866359068e-05,27.73,0.744109,yellow,Uniswap V3 (Ethereum),make-eth-great-again,weth,MEGA/WETH,$28,0.0,D
9,nkn,USDC,0.02859092564,51.22,0.889318,yellow,Uniswap V3 (Ethereum),nkn,usd-coin,nkn/USDC,$51,0.0,D
9,XOR,WETH,5.190964654e-21,308.17,4.656672,yellow,Uniswap V3 (Ethereum),sora,weth,XOR/WETH,$308,0.0,D
9,OM,WETH,5.252491558e-05,9.07,0.699259,yellow,Uniswap V3 (Ethereum),mantra-dao,weth,OM/WETH,$9,0.0,D
9,BOB,WETH,1.47055361e-09,5.54,0.790984,yellow,Uniswap V3 (Ethereum),bob-token,weth,BOB/WETH,$6,0.0,D
9,sUSDe,USDC,1.190969998,1495.27,37.113815,yellow,Uniswap V3 (Ethereum),ethena-staked-usde,usd-coin,sUSDe/USDC,"$1,495",0.0,D
9,0X285DB7...,WETH,3.361696413e-08,23.01,0.881783,yellow,Uniswap V3 (Ethereum),magic-internet-cash,weth,0X285DB7.../WETH,$23,0.0,D
9,ondo,WETH,0.0002137022622,18.39,0.911116,yellow,Uniswap V3 (Ethereum),ondo-finance,weth,ondo/WETH,$18,0.0,D
9,KEL,USDT,0.002921247381,16.36,0.919687,yellow,Uniswap V3 (Ethereum),kelvpn,tether,KEL/USDT,$16,0.0,D
9,MASA,WETH,3.550401603e-06,15.56,1.319681,yellow,Uniswap V3 (Ethereum),masa-finance,weth,MASA/WETH,$16,0.0,D
9,UNI,WETH,0.002360168584,1477.44,0.602739,red,Uniswap V3 (Ethereum),uniswap,weth,UNI/WETH,"$1,477",0.0,D
9,SolvBTC,xSolvBTC,1.0005161799,4966.65,0.602761,red,Uniswap V3 (Ethereum),solv-btc,solv-protocol-solvbtc-bbn,SolvBTC/xSolvBTC,"$4,967",0.0,D
9,FPI,FRAX,1.1402523857,1630.95,0.602853,red,Uniswap V3 (Ethereum),frax-price-index,frax,FPI/FRAX,"$1,631",0.0,D
9,CNFI,WETH,1.680481438e-05,1463.09,0.602795,red,Uniswap V3 (Ethereum),connect-financial,weth,CNFI/WETH,"$1,463",0.0,D
9,0XADB243...,WETH,0.04931910629,754.72,0.602931,red,Uniswap V3 (Ethereum),unicrypt-2,weth,0XADB243.../WETH,$755,0.0,D
9,OSAK,WETH,4.266997948e-11,1291.55,0.602881,red,Uniswap V3 (Ethereum),osaka-protocol,weth,OSAK/WETH,"$1,292",0.0,D
9,DEXT,WETH,0.0001307290191,559.41,0.602874,red,Uniswap V3 (Ethereum),dextools,weth,DEXT/WETH,$559,0.0,D
9,SAN,WETH,3.353077681e-05,708.59,0.60314,red,Uniswap V3 (Ethereum),santiment-network-token,weth,SAN/WETH,$709,0.0,D
9,KROM,WETH,2.758063535e-06,1109.31,0.603102,red,Uniswap V3 (Ethereum),kromatika,weth,KROM/WETH,"$1,109",0.0,D
9,0XA78BCB...,WETH,6.278158349e-06,11.94,0.603061,red,Uniswap V3 (Ethereum),swords-and-dungeons-gold,weth,0XA78BCB.../WETH,$12,0.0,D
9,SURE,WETH,2.729470333e-07,379.08,0.603081,red,Uniswap V3 (Ethereum),insure,weth,SURE/WETH,$379,0.0,D
9,FMC,WETH,1.262276645e-08,7330.71,0.614171,red,Uniswap V3 (Ethereum),fame-ai,weth,FMC/WETH,"$7,331",0.0,D
9,NYA,WETH,3.127784832e-11,2238.2,0.603611,red,Uniswap V3 (Ethereum),nya,weth,NYA/WETH,"$2,238",0.0,D
9,CAW,WETH,1.450617377e-11,3.98,0.603014,red,Uniswap V3 (Ethereum),a-hunters-dream,weth,CAW/WETH,$4,0.0,D
10,SURE,WETH,2.729470333e-07,379.08,0.603081,red,Uniswap V3 (Ethereum),insure,weth,SURE/WETH,$379,0.0,D
10,FMC,WETH,1.262276645e-08,7330.71,0.614171,red,Uniswap V3 (Ethereum),fame-ai,weth,FMC/WETH,"$7,331",0.0,D
10,NYA,WETH,3.127784832e-11,2238.2,0.603611,red,Uniswap V3 (Ethereum),nya,weth,NYA/WETH,"$2,238",0.0,D
10,CAW,WETH,1.450617377e-11,3.98,0.603014,red,Uniswap V3 (Ethereum),a-hunters-dream,weth,CAW/WETH,$4,0.0,D
10,FINALE,WETH,9.614098256e-10,2762.53,0.604431,red,Uniswap V3 (Ethereum),ben-s-finale,weth,FINALE/WETH,"$2,763",0.0,D
10,btc,WETH,2.055097857e-05,585.64,0.603142,red,Uniswap V3 (Ethereum),bitcoin-2015-wrapper-meme,weth,btc/WETH,$586,0.0,D
10,MOBY,WETH,4.909874804e-06,30.99,0.60335,red,Uniswap V3 (Ethereum),moby,weth,MOBY/WETH,$31,0.0,D
10,ELON,WETH,2.342863355e-11,68.52,0.603148,red,Uniswap V3 (Ethereum),dogelon-mars,weth,ELON/WETH,$69,0.0,D
10,STOS,USDT,0.1094108636,74.9,0.603256,red,Uniswap V3 (Ethereum),stratos,tether,STOS/USDT,$75,0.0,D
10,NCR,USDC,0.03469948495,275.12,0.603908,red,Uniswap V3 (Ethereum),neos-credits,usd-coin,NCR/USDC,$275,0.0,D
10,bat,WETH,3.378059693e-05,103.91,0.603287,red,Uniswap V3 (Ethereum),basic-attention-token,weth,bat/WETH,$104,0.0,D
10,BDX,DRAGONX,2.0359595509,980.22,0.604407,red,Uniswap V3 (Ethereum),baby-dragonx,dragonx-win,BDX/DRAGONX,$980,0.0,D
10,wBAI,USDC,0.1581171877,9.52,0.60348,red,Uniswap V3 (Ethereum),balance-ai,usd-coin,wBAI/USDC,$10,0.0,D
10,NATI,WETH,1.270904174e-10,2561.41,0.607974,red,Uniswap V3 (Ethereum),illuminaticoin,weth,NATI/WETH,"$2,561",0.0,D
10,DOGE20,WETH,1.404385314e-09,1504.78,0.604897,red,Uniswap V3 (Ethereum),dogecoin20,weth,DOGE20/WETH,"$1,505",0.0,D
10,CMPT,WETH,9.137777219e-05,284.45,0.603891,red,Uniswap V3 (Ethereum),spatial-computing,weth,CMPT/WETH,$284,0.0,D
10,TKING,WETH,1.411168958e-10,255.35,0.604355,red,Uniswap V3 (Ethereum),tiger-king,weth,TKING/WETH,$255,0.0,D
10,BEPRO,WETH,3.758867466e-08,2346.56,0.610714,red,Uniswap V3 (Ethereum),bepro-network,weth,BEPRO/WETH,"$2,347",0.0,D
10,0X6BC085...,WETH,3.487485115e-08,5.3,0.604253,red,Uniswap V3 (Ethereum),woofwork-io,weth,0X6BC085.../WETH,$5,0.0,D
10,0XD7FA4C...,DRAGONX,300.0605086342,3.95,0.604509,red,Uniswap V3 (Ethereum),vyper-win,dragonx-win,0XD7FA4C.../DRAGONX,$4,0.0,D
10,WOJAK,WETH,8.201539476e-08,1859.19,0.611625,red,Uniswap V3 (Ethereum),wojak,weth,WOJAK/WETH,"$1,859",0.0,D
10,COLLE,WETH,2.257645309e-08,1941.28,0.61955,red,Uniswap V3 (Ethereum),colle-ai,weth,COLLE/WETH,"$1,941",0.0,D
10,AI,WETH,5.199081664e-07,115.29,0.604112,red,Uniswap V3 (Ethereum),ai-pin,weth,AI/WETH,$115,0.0,D
10,HYPE,WETH,1.724041311e-06,132.04,0.604968,red,Uniswap V3 (Ethereum),hyperbolic-protocol,weth,HYPE/WETH,$132,0.0,D
10,QKNTL,WETH,2.157071125e-06,113.52,0.605279,red,Uniswap V3 (Ethereum),quick-intel,weth,QKNTL/WETH,$114,0.0,D
10,rbn,WETH,2.120886838e-05,153.48,0.606324,red,Uniswap V3 (Ethereum),ribbon-finance,weth,rbn/WETH,$153,0.0,D
10,0X1C7E83...,WETH,6.898624269e-13,1410.63,0.647,red,Uniswap V3 (Ethereum),the-randomdao,weth,0X1C7E83.../WETH,"$1,411",0.0,D
10,AITA,WETH,7.871195552e-08,52.1,0.604899,red,Uniswap V3 (Ethereum),aqtis,weth,AITA/WETH,$52,0.0,D
10,KEK,WETH,1.650175251e-09,591.28,0.605873,red,Uniswap V3 (Ethereum),kekistan,weth,KEK/WETH,$591,0.0,D
10,BEAM,WETH,1.681736364e-06,130.04,0.604441,red,Uniswap V3 (Ethereum),beam-2,weth,BEAM/WETH,$130,0.0,D
10,0X6C05B8...,WETH,5.145251287e-07,149.44,0.604529,red,Uniswap V3 (Ethereum),fu-money,weth,0X6C05B8.../WETH,$149,0.0,D
10,yfi,WETH,1.2467864138,84.2,0.604522,red,Uniswap V3 (Ethereum),yearn-finance,weth,yfi/WETH,$84,0.0,D
10,0X080039...,WETH,4.314945415e-08,188.43,0.610416,red,Uniswap V3 (Ethereum),turtsat,weth,0X080039.../WETH,$188,0.0,D
10,OCEAN,WETH,6.338310822e-05,97.55,0.606017,red,Uniswap V3 (Ethereum),ocean-protocol,weth,OCEAN/WETH,$98,0.0,D
10,JESUS,USDC,3.998883797e-08,903.77,0.614017,red,Uniswap V3 (Ethereum),jesus-coin,usd-coin,JESUS/USDC,$904,0.0,D
10,axlEUROC,PAXG,0.0003493410828,149.15,0.606678,red,Uniswap V3 (Ethereum),euro-coin,pax-gold,axlEUROC/PAXG,$149,0.0,D
10,GENI,USDC,1.416997707e-06,1003.15,0.634011,red,Uniswap V3 (Ethereum),genius,usd-coin,GENI/USDC,"$1,003",0.0,D
10,NABOX,WETH,9.018410359e-10,421.07,0.609124,red,Uniswap V3 (Ethereum),nabox,weth,NABOX/WETH,$421,0.0,D
10,ELMT,WETH,1.369279123e-07,1012.7,0.630847,red,Uniswap V3 (Ethereum),element,weth,ELMT/WETH,"$1,013",0.0,D
10,99BTC,WETH,4.854436838e-09,608.51,0.609867,red,Uniswap V3 (Ethereum),99-bitcoins,weth,99BTC/WETH,$609,0.0,D
10,PAXG,USDT,3343.6994368023,1519.35,1.116576,red,Uniswap V3 (Ethereum),pax-gold,tether,PAXG/USDT,"$1,519",0.0,D
10,0XF190DB...,WETH,1.490254374e-07,40.23,0.609174,red,Uniswap V3 (Ethereum),capybara-memecoin,weth,0XF190DB.../WETH,$40,0.0,D
10,WAI,WETH,2.010296039e-09,18.64,0.610729,red,Uniswap V3 (Ethereum),wienerai,weth,WAI/WETH,$19,0.0,D
10,0X75FA2A...,WETH,1.108491427e-07,41.77,0.607754,red,Uniswap V3 (Ethereum),nugget-rush,weth,0X75FA2A.../WETH,$42,0.0,D
10,LORDS,WETH,3.712874046e-06,107.77,0.612538,red,Uniswap V3 (Ethereum),lords,weth,LORDS/WETH,$108,0.0,D
10,SKEB,USDC,0.0003621859324,205.91,0.611892,red,Uniswap V3 (Ethereum),skeb,usd-coin,SKEB/USDC,$206,0.0,D
10,0XA99AFC...,DRAGONX,0.01881398057,672.68,0.635203,red,Uniswap V3 (Ethereum),awesomex,dragonx-win,0XA99AFC.../DRAGONX,$673,0.0,D
10,ABOND,WETH,3.918582054e-07,760.41,0.678327,red,Uniswap V3 (Ethereum),abond,weth,ABOND/WETH,$760,0.0,D
10,QBX,USDT,0.004986185959,86.48,0.609883,red,Uniswap V3 (Ethereum),qbx,tether,QBX/USDT,$86,0.0,D
10,PEPE,WETH,9.18036181e-08,123.23,0.608717,red,Uniswap V3 (Ethereum),pepe-token,weth,PEPE/WETH,$123,0.0,D
10,0XD7FA4C...,VOLT,0.3565256641,46.53,0.61037,red,Uniswap V3 (Ethereum),vyper-win,volt-win,0XD7FA4C.../VOLT,$47,0.0,D
10,PSYOP,FINALE,6.8477956089,576.06,0.675512,red,Uniswap V3 (Ethereum),psyop,ben-s-finale,PSYOP/FINALE,$576,0.0,D
10,OLAS,USDC,0.2486850754,2.97,0.606644,red,Uniswap V3 (Ethereum),autonolas,usd-coin,OLAS/USDC,$3,0.0,D
10,0X61B57B...,WETH,1.251940655e-08,19.64,0.611404,red,Uniswap V3 (Ethereum),metazoomee,weth,0X61B57B.../WETH,$20,0.0,D
10,BEARDY,TSUKA,0.03599234007,353.2,0.624538,red,Uniswap V3 (Ethereum),beardy-dragon,dejitaru-tsuka,BEARDY/TSUKA,$353,0.0,D
10,PROPHET,WETH,2.445273351e-07,464.35,0.648206,red,Uniswap V3 (Ethereum),prophet-of-ethereum,weth,PROPHET/WETH,$464,0.0,D
10,BLOX,WETH,1.947799647e-07,61.34,0.611875,red,Uniswap V3 (Ethereum),blox-2,weth,BLOX/WETH,$61,0.0,D
10,POODL,WETH,4.92298984e-09,52.74,0.608562,red,Uniswap V3 (Ethereum),poodl-inu,weth,POODL/WETH,$53,0.0,D
10,DGEN,WETH,4.629161497e-07,437.69,0.685199,red,Uniswap V3 (Ethereum),degen-knightsofdegen,weth,DGEN/WETH,$438,0.0,D
10,MAGA,WETH,2.180841527e-09,16.2,0.613907,red,Uniswap V3 (Ethereum),maga-hat,weth,MAGA/WETH,$16,0.0,D
10,0X72DE80...,WETH,1.731090379e-07,373.74,0.713129,red,Uniswap V3 (Ethereum),ledgerscore,weth,0X72DE80.../WETH,$374,0.0,D
10,BLASTUP,WETH,1.33047995e-07,195.74,0.630016,red,Uniswap V3 (Ethereum),blastup,weth,BLASTUP/WETH,$196,0.0,D
10,Kekec,WETH,3.960535353e-08,34.04,0.610268,red,Uniswap V3 (Ethereum),the-balkan-dwarf,weth,Kekec/WETH,$34,0.0,D
10,FWB,WETH,0.0001753318106,31.17,0.612038,red,Uniswap V3 (Ethereum),friends-with-benefits-pro,weth,FWB/WETH,$31,0.0,D
10,UNI,WETH,0.002383432249,5.38,0.609237,red,Uniswap V3 (Ethereum),uniswap,weth,UNI/WETH,$5,0.0,D
10,GASP,USDT,0.0006017625862,213.62,0.625477,red,Uniswap V3 (Ethereum),gasp-2,tether,GASP/USDT,$214,0.0,D
10,Daram,WETH,2.392612525e-10,112.73,0.614821,red,Uniswap V3 (Ethereum),daram,weth,Daram/WETH,$113,0.0,D
10,0XD4C435...,USDC,0.0001945385366,11.54,0.616601,red,Uniswap V3 (Ethereum),cindicator,usd-coin,0XD4C435.../USDC,$12,0.0,D
10,BLUR,WETH,1.748587113e-05,2.33,0.610315,red,Uniswap V3 (Ethereum),blur,weth,BLUR/WETH,$2,0.0,D
10,HDRN,USDC,2.72012426e-08,20.42,0.662946,red,Uniswap V3 (Ethereum),hedron,usd-coin,HDRN/USDC,$20,0.0,D
10,SHIB,USDT,1.312430995e-05,316.53,0.755715,red,Uniswap V3 (Ethereum),shiba-inu,tether,SHIB/USDT,$317,0.0,D
10,JESUS,WETH,8.641110382e-12,30.85,0.61134,red,Uniswap V3 (Ethereum),jesus-coin,weth,JESUS/WETH,$31,0.0,D
10,0X8526BE...,WETH,1.071314001e-11,72.32,0.616259,red,Uniswap V3 (Ethereum),habibi,weth,0X8526BE.../WETH,$72,0.0,D
10,CHILLGUY,WETH,7.631884081e-08,169.26,0.642205,red,Uniswap V3 (Ethereum),just-a-chill-guy,weth,CHILLGUY/WETH,$169,0.0,D
10,LINA,USDC,3.00644773e-05,107.25,0.681173,red,Uniswap V3 (Ethereum),linear,usd-coin,LINA/USDC,$107,0.0,D
10,LGNDX,TITANX,140.7012784743,33.11,0.621717,red,Uniswap V3 (Ethereum),legendx,titanx,LGNDX/TITANX,$33,0.0,D
10,0XB012BE...,WETH,7.685657011e-08,167.34,0.653386,red,Uniswap V3 (Ethereum),hermes-dao,weth,0XB012BE.../WETH,$167,0.0,D
10,M2,WETH,4.702595297e-08,7.7,0.612775,red,Uniswap V3 (Ethereum),m2,weth,M2/WETH,$8,0.0,D
10,LILY,WETH,3.621156139e-07,14.9,0.632097,red,Uniswap V3 (Ethereum),lily-s-coin,weth,LILY/WETH,$15,0.0,D
10,UNIO,USDT,2.072939215e-05,239.32,0.784504,red,Uniswap V3 (Ethereum),unio-coin,tether,UNIO/USDT,$239,0.0,D
10,HIPP,WETH,2.6880926310000003e-14,117.02,0.644129,red,Uniswap V3 (Ethereum),el-hippo,weth,HIPP/WETH,$117,0.0,D
10,0XA2CD3D...,WETH,2.712969352e-06,23.61,0.613973,red,Uniswap V3 (Ethereum),chain-2,weth,0XA2CD3D.../WETH,$24,0.0,D
10,0XDE8CD1...,USDC,2.953339253e-05,1.41,0.612704,red,Uniswap V3 (Ethereum),trestle,usd-coin,0XDE8CD1.../USDC,$1,0.0,D
10,eXRD,WETH,1.158248942e-06,5.1,0.61943,red,Uniswap V3 (Ethereum),e-radix,weth,eXRD/WETH,$5,0.0,D
10,0X428487...,WETH,7.231724594e-05,15.72,0.62454,red,Uniswap V3 (Ethereum),realaliensenjoyingliquidity,weth,0X428487.../WETH,$16,0.0,D
10,GNOME,WETH,5.355697909e-08,7.76,0.623536,red,Uniswap V3 (Ethereum),gnomeland,weth,GNOME/WETH,$8,0.0,D
10,SUPER,WETH,0.0001442145387,25.96,0.61915,red,Uniswap V3 (Ethereum),superfarm,weth,SUPER/WETH,$26,0.0,D
10,0X4ECA77...,TITANX,0.08458900082,117.14,0.635788,red,Uniswap V3 (Ethereum),goatx,titanx,0X4ECA77.../TITANX,$117,0.0,D
10,0X7076DE...,WETH,2.481344555e-10,172.17,0.677201,red,Uniswap V3 (Ethereum),fleabone,weth,0X7076DE.../WETH,$172,0.0,D
10,0X92E52A...,WETH,3.348094611e-07,267.93,0.983193,red,Uniswap V3 (Ethereum),ucash,weth,0X92E52A.../WETH,$268,0.0,D
10,DAWAE,WETH,3.936983314e-08,58.06,0.62129,red,Uniswap V3 (Ethereum),dawae-2,weth,DAWAE/WETH,$58,0.0,D
10,PRE,WETH,8.439203965e-07,5.35,0.619488,red,Uniswap V3 (Ethereum),presearch,weth,PRE/WETH,$5,0.0,D
10,0X926FF6...,WETH,5.634696423e-08,8.95,0.632079,red,Uniswap V3 (Ethereum),pablo-defi,weth,0X926FF6.../WETH,$9,0.0,D
10,REN,WETH,2.015447567e-06,3.42,0.685992,red,Uniswap V3 (Ethereum),republic-protocol,weth,REN/WETH,$3,0.0,D
10,Groyper,WETH,2.632535719e-06,154.03,0.761382,red,Uniswap V3 (Ethereum),groyper,weth,Groyper/WETH,$154,0.0,D
10,POGS,USDC,0.00134043993,99.81,0.688977,red,Uniswap V3 (Ethereum),pog-digital,usd-coin,POGS/USDC,$100,0.0,D
10,CULT,BITCOIN,0.01596837712,103.73,0.711916,red,Uniswap V3 (Ethereum),milady-cult-coin,harrypotterobamasonic10in,CULT/BITCOIN,$104,0.0,D
10,0X40D09D...,WETH,5.789797466e-08,37.55,0.63277,red,Uniswap V3 (Ethereum),boss-burger,weth,0X40D09D.../WETH,$38,0.0,D
10,0XB5C578...,USDC,2.592970006e-05,8.72,0.76332,red,Uniswap V3 (Ethereum),dehorizon,usd-coin,0XB5C578.../USDC,$9,0.0,D
10,XYO,WETH,2.22961325e-06,95.95,0.762674,red,Uniswap V3 (Ethereum),xyo-network,weth,XYO/WETH,$96,0.0,D
11,AJNA,WETH,1.187425346e-06,71.55,0.702028,red,Uniswap V3 (Ethereum),ajna-protocol,weth,AJNA/WETH,$72,0.0,D
11,CRPT,USDT,0.002367491613,13.47,0.802717,red,Uniswap V3 (Ethereum),crypterium,tether,CRPT/USDT,$13,0.0,D
11,WHITE,WETH,8.296659032e-08,128.55,1.106442,red,Uniswap V3 (Ethereum),whiterock,weth,WHITE/WETH,$129,0.0,D
11,BEARDY,USDC,0.0001879753626,68.06,0.765947,red,Uniswap V3 (Ethereum),beardy-dragon,usd-coin,BEARDY/USDC,$68,0.0,D
11,DGEN,WETH,4.785537839e-07,33.26,0.652953,red,Uniswap V3 (Ethereum),degen-knightsofdegen,weth,DGEN/WETH,$33,0.0,D
11,SPELL,WETH,1.067306659e-07,54.26,0.681104,red,Uniswap V3 (Ethereum),spell-token,weth,SPELL/WETH,$54,0.0,D
11,EDOGE,WETH,2.233475e-18,10.72,0.691502,red,Uniswap V3 (Ethereum),etherdoge,weth,EDOGE/WETH,$11,0.0,D
11,ENS,DAI,27.249202987,166.55,1.544203,red,Uniswap V3 (Ethereum),ethereum-name-service,dai,ENS/DAI,$167,0.0,D
11,0X9C2B4B...,WETH,1.263552998e-08,107.69,1.014581,red,Uniswap V3 (Ethereum),byteai,weth,0X9C2B4B.../WETH,$108,0.0,D
11,JJ,WETH,2.120956607e-13,29.64,0.7023,red,Uniswap V3 (Ethereum),jeje,weth,JJ/WETH,$30,0.0,D
11,HEX,ICSA,0.08789295526,8.85,1.007084,red,Uniswap V3 (Ethereum),hex,icosa-eth,HEX/ICSA,$9,0.0,D
11,HEX,WETH,4.394794977e-07,44.45,0.801767,red,Uniswap V3 (Ethereum),hex,weth,HEX/WETH,$44,0.0,D
11,AVINOC,WETH,1.899607108e-06,9.51,0.746522,red,Uniswap V3 (Ethereum),avinoc,weth,AVINOC/WETH,$10,0.0,D
11,0X043C30...,USDT,0.002347971301,1.9,0.70717,red,Uniswap V3 (Ethereum),sumswap,tether,0X043C30.../USDT,$2,0.0,D
11,0X8D610E...,WETH,3.107783704e-07,13.71,0.65771,red,Uniswap V3 (Ethereum),unity-network,weth,0X8D610E.../WETH,$14,0.0,D
11,ABDS,USDT,0.001633630004,27.34,0.741394,red,Uniswap V3 (Ethereum),abds-token,tether,ABDS/USDT,$27,0.0,D
11,JPYC,WETH,1.814431187e-06,26.09,0.711487,red,Uniswap V3 (Ethereum),jpy-coin,weth,JPYC/WETH,$26,0.0,D
11,HEX,USDC,0.002067041522,3.36,0.725161,red,Uniswap V3 (Ethereum),hex,usd-coin,HEX/USDC,$3,0.0,D
11,LOTUS,VOLT,0.03735918319,25.59,0.771024,red,Uniswap V3 (Ethereum),lotus,volt-win,LOTUS/VOLT,$26,0.0,D
11,LOVELY,USDT,4.016122324e-06,38.9,0.870853,red,Uniswap V3 (Ethereum),lovely-inu-finance,tether,LOVELY/USDT,$39,0.0,D
11,ABDS,WETH,3.565609386e-07,27.34,0.837058,red,Uniswap V3 (Ethereum),abds-token,weth,ABDS/WETH,$27,0.0,D
11,0X4CFF49...,WETH,9.901140872e-08,23.48,0.904329,red,Uniswap V3 (Ethereum),wadzpay-token,weth,0X4CFF49.../WETH,$23,0.0,D
11,SHIB,BONE,7.329384227e-05,13.32,1.115879,red,Uniswap V3 (Ethereum),shiba-inu,bone-shibaswap,SHIB/BONE,$13,0.0,D
11,XEN,USDC,3.468252949e-08,20.98,1.073798,red,Uniswap V3 (Ethereum),xen-crypto,usd-coin,XEN/USDC,$21,0.0,D
11,XMT,USDC,0.01866272196,16.98,0.900484,red,Uniswap V3 (Ethereum),metalswap,usd-coin,XMT/USDC,$17,0.0,D
11,0X0F7DC5...,WETH,1.769931226e-12,6.89,0.770252,red,Uniswap V3 (Ethereum),pepes-dog,weth,0X0F7DC5.../WETH,$7,0.0,D
11,TRUMPIUS,WETH,7.215551802e-07,10.71,1.238534,red,Uniswap V3 (Ethereum),trumpius-maximus,weth,TRUMPIUS/WETH,$11,0.0,D
11,PAC,WETH,8.005679733e-08,2.53,0.951988,red,Uniswap V3 (Ethereum),america-pac,weth,PAC/WETH,$3,0.0,D
11,0X0E1863...,WETH,3.162658727e-07,3.26,1.02667,red,Uniswap V3 (Ethereum),curio-gas-token,weth,0X0E1863.../WETH,$3,0.0,D
11,WETH,USDC,4718.2572565314,237395434.0,0.602725,,Uniswap V3 (Ethereum),weth,usd-coin,WETH/USDC,"$237,395,434",100.0,A
11,WETH,USDT,4724.1541426196,179891695.0,0.602738,,Uniswap V3 (Ethereum),weth,tether,WETH/USDT,"$179,891,695",75.78,B
11,USDC,WETH,0.0002119190601,130939416.0,0.602747,,Uniswap V3 (Ethereum),usd-coin,weth,USDC/WETH,"$130,939,416",55.16,B
11,WBTC,WETH,24.6061865957,35387840.0,0.602722,,Uniswap V3 (Ethereum),wrapped-bitcoin,weth,WBTC/WETH,"$35,387,840",14.91,D
11,USDC,WETH,0.0002128921626,25596731.0,0.602721,,Uniswap V3 (Ethereum),usd-coin,weth,USDC/WETH,"$25,596,731",10.78,D
11,DAI,USDC,0.9999754947,17220785.0,0.602722,,Uniswap V3 (Ethereum),dai,usd-coin,DAI/USDC,"$17,220,785",7.25,D
11,UNI,WETH,0.00236730089,3919973.0,0.602716,,Uniswap V3 (Ethereum),uniswap,weth,UNI/WETH,"$3,919,973",1.65,D
11,USD1,USDC,0.9996558316,3176666.0,0.602781,,Uniswap V3 (Ethereum),usd1-wlfi,usd-coin,USD1/USDC,"$3,176,666",1.34,D
11,wTAO,WETH,0.07685990032,1221489.0,0.602837,,Uniswap V3 (Ethereum),wrapped-tao,weth,wTAO/WETH,"$1,221,489",0.51,D
11,DAI,WETH,0.0002128462117,992340.0,0.602793,,Uniswap V3 (Ethereum),dai,weth,DAI/WETH,"$992,340",0.42,D
11,ARB,WETH,0.0001246372147,662130.0,0.603761,,Uniswap V3 (Ethereum),arbitrum,weth,ARB/WETH,"$662,130",0.28,D
11,ton,WETH,0.0007197001808,589635.0,0.602829,,Uniswap V3 (Ethereum),the-open-network,weth,ton/WETH,"$589,635",0.25,D
11,USDC,aevo,9.7745665709,575131.0,0.602915,,Uniswap V3 (Ethereum),usd-coin,aevo-exchange,USDC/aevo,"$575,131",0.24,D
11,USD1,WETH,0.0002129478593,468524.0,0.602886,,Uniswap V3 (Ethereum),usd1-wlfi,weth,USD1/WETH,"$468,524",0.2,D
11,OHM,sUSDS,21.4005979124,233193.0,0.602729,,Uniswap V3 (Ethereum),olympus,susds,OHM/sUSDS,"$233,193",0.1,D
11,wCFG,WETH,7.643346013e-05,277813.0,0.612324,,Uniswap V3 (Ethereum),wrapped-centrifuge,weth,wCFG/WETH,"$277,813",0.12,D
11,tBTC,WETH,24.5305066601,240699.0,0.603305,,Uniswap V3 (Ethereum),tbtc,weth,tBTC/WETH,"$240,699",0.1,D
11,TRU,WETH,5.276745242e-05,180526.0,0.605453,,Uniswap V3 (Ethereum),truebit-protocol,weth,TRU/WETH,"$180,526",0.08,D
11,DEVVE,WETH,9.886906438e-05,101356.0,0.603245,,Uniswap V3 (Ethereum),devve,weth,DEVVE/WETH,"$101,356",0.04,D
11,USDC,WETH,0.0002101082218,87008.0,0.603049,,Uniswap V3 (Ethereum),usd-coin,weth,USDC/WETH,"$87,008",0.04,D
11,BNB,WETH,0.2153132569,66552.0,0.60497,,Uniswap V3 (Ethereum),binancecoin,weth,BNB/WETH,"$66,552",0.03,D
11,OMI,WETH,4.252850857e-08,61949.0,0.60615,,Uniswap V3 (Ethereum),ecomi,weth,OMI/WETH,"$61,949",0.03,D
11,0X4E1536...,WETH,7.377733943e-05,47536.0,0.603501,,Uniswap V3 (Ethereum),wrapped-fantom,weth,0X4E1536.../WETH,"$47,536",0.02,D
11,gOHM,WETH,1.2967361639,49322.0,0.604989,,Uniswap V3 (Ethereum),governance-ohm,weth,gOHM/WETH,"$49,322",0.02,D
11,0XD47BDF...,WETH,2.252740231e-06,46513.0,0.604165,,Uniswap V3 (Ethereum),dtravel,weth,0XD47BDF.../WETH,"$46,513",0.02,D
11,0X2EFA57...,WETH,8.761132023e-09,45921.0,0.608393,,Uniswap V3 (Ethereum),based-chad,weth,0X2EFA57.../WETH,"$45,921",0.02,D
11,Bonk,WETH,4.97199841e-09,31996.0,0.60404,,Uniswap V3 (Ethereum),bonk,weth,Bonk/WETH,"$31,996",0.01,D
11,X8X,WETH,1.12255183e-06,34484.0,0.629227,,Uniswap V3 (Ethereum),x8-project,weth,X8X/WETH,"$34,484",0.01,D
11,ZARP,WETH,1.191058102e-05,31044.0,0.604427,,Uniswap V3 (Ethereum),zarp-stablecoin,weth,ZARP/WETH,"$31,044",0.01,D
