address,symbol,decimals,price
0x26e550ac11b26f78a04489d5f20f24e3559f7dd9,KEKIUS,9,0.02203367
0x2dff88a56767223a5529ea5960da7a3f5f766406,id,18,0.15501
0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed,TSUKA,9,0.00411264
0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,18,0.997953
0xef4461891dfb3ac8572ccf7c794664a8dd927945,WCT,18,0.284615
0xddfbe9173c90deb428fdd494cb16125653172919,SWK,18,0.01330914
0x737d461917ccf0fa28a52da30672e2ddc214f0bf,OZK,18,0.00032643
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,9.37
0x1b379a79c91a540b2bcd612b4d713f31de1b80cc,NAORIS,18,0.02408535
0xabec00542d141bddf58649bfe860c6449807237c,X,18,0.0454172
0x01aac2b594f7bdbec740f0f1aa22910ebb4b74ab,UNIO,18,2.851e-05
0x168e209d7b2f58f1f24b8ae7b7d35e662bbf11cc,lai,18,0.00042439
0xf1b99e3e573a1a9c5e6b2ce818b617f0e664e86b,oSQTH,18,144.29778513800306
0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,BITCOIN,8,0.07491
0x7f75aa2274273f4d41267a0e2cd6c9b96c5b7510,POP,18,0.00032622
0xd19b72e027cd66bde41d8f60a13740a26c4be8f3,SUIAI,18,0.01149353
0xc5d27f27f08d1fd1e3ebbaa50b3442e6c0d50439,APP,18,0.00254782
0x24e89bdf2f65326b94e36978a7edeac63623dafa,TKING,18,6.07391e-07
0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,UBT,8,0.01890991
0x9c7beba8f6ef6643abd725e45a4e8387ef260649,g,18,0.01108079
0x903bef1736cddf2a537176cf3c64579c3867a881,ICHI,9,0.434786
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,18,3.44
0x10633216e7e8281e33c86f02bf8e565a635d9770,dvi,18,0.00700365
0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,WLFI,18,0.184493
0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,alt,18,0.0311891
0x80f0c1c49891dcfdd40b6e0f960f84e6042bcb6f,DXN,18,0.274621
0xd3cc9d8f3689b83c91b7b59cab4946b063eb894a,xvs,18,6.02
0x2ebd53d035150f328bd754d6dc66b99b0edb89aa,MET,18,0.555787
0x946fb08103b400d1c79e07acccdef5cfd26cd374,KIP,18,0.00046297
0x044d078f1c86508e13328842cc75ac021b272958,wPPC,6,0.303165
0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,COW,18,0.330436
0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,6,0.19919
0xea36af87df952fd4c9a05cd792d370909bbda8db,KPOP,18,0.0003632
0x33333333fede34409fb7f67c6585047e1f653333,ORA,18,0.00976569
0x38e382f74dfb84608f3c1f10187f6bef5951de93,mubi,18,0.00325012
0xc581b735a1688071a1746c968e0798d642ede491,EURT,6,1.15
0x4581af35199bbde87a89941220e04e27ce4b0099,PARTY,18,0.00156556
0xdf4c0665e67cf0698447ca9e454ed56cc6f2df1e,T6900,18,0.00699081
0x3e5d9d8a63cc8a88748f229999cf59487e90721e,XMT,18,0.01799423
0xdfdb7f72c1f195c5951a234e8db9806eb0635346,NFD,18,0.00017231
0x226bb599a12c826476e3a771454697ea52e9e220,pro,8,0.691044
0x3472a5a71965499acd81997a54bba8d852c6e53d,BADGER,18,0.90549
0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,18,0.0139693
0xe28027c99c7746ffb56b0113e5d9708ac86fae8f,KING,9,1.195e-05
0x857ffc55b1aa61a7ff847c82072790cae73cd883,EEFI,18,32.7
0xbaac2b4491727d78d2b78815144570b9f2fe8899,DOG,18,0.00181738
0xedf6568618a00c6f0908bf7758a16f76b6e04af9,ARIA20,18,0.061771
0x5283d291dbcf85356a21ba090e6db59121208b44,BLUR,18,0.074824
0x221657776846890989a759ba2973e427dff5c9bb,REPv2,18,1.033
0x965d79f1a1016b574a62986e13ca8ab04dfdd15c,M2,18,0.00019772
0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,GOVI,18,0.01984564
0xf1c9acdc66974dfb6decb12aa385b9cd01190e38,osETH,18,4514.94
0x9ac07635ddbde5db18648c360defb00f5f22537e,MOCA,18,0.093928
0xf816507e690f5aa4e29d164885eb5fa7a5627860,RATO,9,1.46e-06
0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,DIA,18,0.754834
0xbdab72602e9ad40fc6a6852caf43258113b8f7a5,sov,18,0.098045
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,GTC,18,0.328352
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,weETH,18,4599.11
0xa9d54f37ebb99f83b603cc95fc1a5f3907aaccfd,PIKA,18,5.0859e-08
0x227c7df69d3ed1ae7574a1a7685fded90292eb48,MILADY,18,8390.555597014403
0xadd39272e83895e7d3f244f696b7a25635f34234,PEPU,18,0.00053389
0x47000a7b27a75d44ffadfe9d0b97fa04d569b323,TRUMPIUS,9,0.0034452
0x2c5bc2ba3614fd27fcc7022ea71d9172e2632c16,SOV,18,3.104e-09
0x644192291cc835a93d6330b24ea5f5fedd0eef9e,NXRA,18,0.00814854
0x67c4d14861f9c975d004cfb3ac305bee673e996e,LANDWU,9,7.01269e-10
0x6bef15d938d4e72056ac92ea4bdd0d76b1c4ad29,PROVE,18,0.849144
0x9a96ec9b57fb64fbc60b423d1f4da7691bd35079,AJNA,18,0.00323405
0x89e8e084cc60e6988527f0904b4be71656e8bfa9,SMOG,6,0.01182048
0xc221b7e65ffc80de234bbb6667abdd46593d34f0,wCFG,18,0.324107
0x4086e77c5e993fdb90a406285d00111a974f877a,BRWL,4,0.00051018
0x42069026eac8eee0fd9b5f7adfa4f6e6d69a2b39,MSTR,9,0.145342
0x320623b8e4ff03373931769a31fc52a4e78b5d70,RSR,18,0.00740268
0x2282c726f54c93193e6b8e5bf1b82303dc11d36e,DAY,6,0.00649957
0x9e18d5bab2fa94a6a95f509ecb38f8f68322abd3,OMIKAMI,9,0.01770587
0xf4d2888d29d722226fafa5d9b24f9164c092421e,LOOKS,18,0.01421231
0xed35af169af46a02ee13b9d79eb57d6d68c1749e,OMI,18,0.0003152
0x6ee2f71049dde9a93b7c0ee1091b72acf9b46810,MERC,18,0.00247834
0x6781a0f84c7e9e846dcb84a9a5bd49333067b104,ZAP,18,0.00184347
0x24d73bca2bd9c3a61e99dfc7cb86d3c379ebded7,MAI,18,0.396674
0x0a638f07acc6969abf392bb009f216d22adea36d,BKN,18,0.191756
0x59d1e836f7b7210a978b25a855085cc46fd090b5,JUSTICE,18,6.886e-05
0xae6e307c3fe9e922e5674dbd7f830ed49c014c6b,CREDI,18,0.00440383
0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,RLB,18,0.072086
0x069d89974f4edabde69450f9cf5cf7d8cbd2568d,BVM,18,0.01385004
0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c,BERRY,14,0.00020461
0x26ebb8213fb8d66156f1af8908d43f7e3e367c1d,RETIK,18,0.00046788
0xbe9f61555f50dd6167f2772e9cf7519790d96624,SX,18,0.072783
0x188d12eb13a5eadd0867074ce8354b1ad6f4790b,DFX,18,2.12
0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,WRLD,18,0.00844216
0x5e3346444010135322268a4630d2ed5f8d09446c,LOC,18,0.075
0xa02c49da76a085e4e1ee60a6b920ddbc8db599f4,TREAT,18,0.00147426
0x6b32022693210cd2cfc466b9ac0085de8fc34ea6,DECI,8,0.00165002
0x814a870726edb7dfc4798300ae1ce3e5da0ac467,daCat,18,6.484e-09
0xcb86c6a22cb56b6cf40cafedb06ba0df188a416e,SURE,18,0.00124983
0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,SHIK,18,1.352e-09
0xf5b5efc906513b4344ebabcf47a04901f99f09f3,UBX,0,3.98e-06
0x000000c396558ffbab5ea628f39658bdf61345b3,BUNNI,18,0.00519976
0x626e8036deb333b408be468f951bdb42433cbf18,AIOZ,18,0.305793
0xa0bed124a09ac2bd941b10349d8d224fe3c955eb,DEPAY,18,0.196774
0x323c03c48660fe31186fa82c289b0766d331ce21,OPEN,18,1.6
0x64bc2ca1be492be7185faa2c8835d9b824c8a194,bigtime,18,0.050778
0x84ba4aecfde39d69686a841bab434c32d179a169,MTHD,18,0.0035261302457944574
0xa1f410f13b6007fca76833ee7eb58478d47bc5ef,RJV,6,0.00487373
0x656c00e1bcd96f256f224ad9112ff426ef053733,EFI,18,0.134386
0xe1b4d34e8754600962cd944b535180bd758e6c2e,agETH,18,4456.76
0x722a89f1b925fe41883978219c2176aecc7d6699,XNK,18,3582.89
0x77777feddddffc19ff86db637967013e6c6a116c,TORN,18,13.61
0x3e985250cb137fc1ff55922116934c5982d29f85,ZENT,18,0.00788027
0xf17a3fe536f8f7847f1385ec1bc967b2ca9cae8d,AMKT,18,316.48
0xc7a2572fa8fdb0f7e81d6d3c4e3ccf78fb0dc374,FINALE,18,4.11e-06
0x667fd83e24ca1d935d36717d305d54fa0cac991c,AGS,18,0.070452
0x1db1591540d7a6062be0837ca3c808add28844f6,hOHM,18,0.01192004
0x39d5313c3750140e5042887413ba8aa6145a9bd2,EMP,18,71.54
0x58d97b57bb95320f9a05dc918aef65434969c2b2,MORPHO,18,1.98
0xc1abb8c93be6811affc70675b0432926c4bfbb5d,UERII,18,0.00114008
0x9d1a7a3191102e9f900faa10540837ba84dcbae7,EURI,18,1.17
0x2903bd7db50f300b0884f7a15904baffc77f3ec7,ARC,18,0.00311937
0x7b66e84be78772a3afaf5ba8c1993a1b5d05f9c2,VITARNA,18,1.57
0xf418588522d5dd018b425e472991e52ebbeeeeee,PUSH,18,0.03643734
0x45804880de22913dafe09f4980848ece6ecbaf78,PAXG,18,3587.21
0x5dd57da40e6866c9fcc34f4b6ddc89f1ba740dfe,BRIGHT,18,0.00664491
0x140007c65535aa9c3801ea3bbd3f83c378c7f457,𝕏,9,0.00036953
0xc1f33e0cf7e40a67375007104b929e49a581bafe,SPOT,9,2.16
0xa4ffdf3208f46898ce063e25c1c43056fa754739,ATH,18,0.425071
0x418d75f65a02b3d53b2418fb8e1fe493759c7605,WBNB,18,846.25
0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,18,1.001
0x6b0faca7ba905a86f221ceb5ca404f605e5b3131,DEFI,18,0.00229271
0xcdb37a4fbc2da5b78aa4e41a432792f9533e85cc,CDT,18,0.086683
0x906c012fa4c30d580537c2b72d1789f56f488a80,POGS,18,0.00086201
0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,SPX,8,1.11
0x0b38210ea11411557c13457d4da7dc6ea731b88a,API3,18,0.969691
0x72fdc31f4a9a1edf6b6132d3c1754f1cdcf5d9b1,QBX,18,0.00505373
0x9aab071b4129b083b01cb5a0cb513ce7eca26fa5,hunt,18,0.242984
0x5aef5bba19e6a1644805bd4f5c93c8557b87c62c,FakeAI,18,0.00190644
0x5ff46696d6e4896137acb1628b06e28c10ee9634,JANNY,9,1.06e-05
0xa9f94f19abf3089d535b1de2cc058a365ea716c7,AITA,18,0.00024116
0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099,CELL,18,0.216946
0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,MTA,18,0.03018826
0x1151cb3d861920e07a38e03eead12c32178567f6,Bonk,5,1.985e-05
0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,ETHFI,18,1.13
0x00000000000007c8612ba63df8ddefd9e6077c97,⌘,18,0.00389903
0x1c4853ec0d55e420002c5efabc7ed8e0ba7a4121,Okinami,9,0.00065472
0x6c5ba91642f10282b576d91922ae6448c9d52f4e,PHA,18,0.101111
0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,18,0.999427
0x610dbd98a28ebba525e9926b6aaf88f9159edbfd,NSTR,18,0.01955187
0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2,CHR,6,0.096403
0x34be5b8c30ee4fde069dc878989686abe9884470,SENATE,18,0.00742265
0x9d39a5de30e57443bff2a8307a4256c8797a3497,sUSDe,18,1.197088530175556
0x6034e0d6999741f07cb6fb1162cbaa46a1d33d36,VITA-FAST,18,6
0x0d438f3b5175bebc262bf23753c1e53d03432bde,wNXM,18,99.81
0x2f913c820ed3beb3a67391a6eff64e70c4b20b19,M-BTC,18,112488
0x1fc122fe8b6fa6b8598799baf687539b5d3b2783,QUEST,6,0.01999323
0x4a029f7bcf33acb03547d8fa7be840347973e24e,MAZZE,18,0.00050818
0x6602e9319f2c5ec0ba31ffcdc4301d7ef03b709e,wBRGE,18,0.00081949
0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,18,0.999709
0x4d224452801aced8b2f0aebe155379bb5d594381,APE,18,0.572968
0x553afe6468949e0685959022217336717df5fbe8,PLT,18,62.78
0x4a220e6096b25eadb88358cb44068a3248254675,QNT,18,101.88
0x80008bcd713c38af90a9930288d446bc3bd2e684,KARATE,18,0.00010044
0x44ff8620b8ca30902395a7bd3f2407e1a091bf73,VIRTUAL,18,1.075
0x427a03fb96d9a94a6727fbcfbba143444090dd64,PIXL,18,0.02576497
0x94e496474f1725f1c1824cb5bdb92d7691a4f03a,BANANA,18,0.681596
0x3fa55eb91be2c5d72890da11a4c0269e7f786555,PROPHET,18,0.00147527
0x8fe815417913a93ea99049fc0718ee1647a2a07c,XSWAP,18,0.03782229
0x6958c870a6d9a7a7cca58fede8acfdf1280c12d5,BEAN,18,0.00133899
0xff20817765cb7f73d4bde2e66e067e58d11095c2,AMP,18,0.00328826
0xadf7c35560035944e805d98ff17d58cde2449389,spec,18,0.428335
0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,LEO,18,9.52
0x25931894a86d47441213199621f1f2994e1c39aa,cgpt,18,0.076498
0x7636d8722fdf7cd34232a915e48e96aa3eb386bf,SFI,18,0.03329937
0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361,MYST,18,0.201469
0x04acaf8d2865c0714f79da09645c13fd2888977f,WFRAX,18,2.62
0x163f8c2467924be0ae7b5347228cabf260318753,WLD,18,0.882716
0xbc544207ff1c5b2bc47a35f745010b603b97e99e,AI,18,0.00244962
0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,gOHM,18,6140.3
0xc0bc84e95864bdfdcd1ccfb8a3aa522e79ca1410,btc,8,0.093003
0xc83e27f270cce0a3a3a29521173a83f402c1768b,USDQ,6,0.999769
0x35e78b3982e87ecfd5b3f3265b601c046cdbe232,XAI,18,0.166112
0x558e7139800f8bc119f68d23a6126fffd43a66a6,U2U,18,0.0065709
0x692353f0bebb3e53301b626edb10eee6040b45fe,WCM,18,0.00069708
0x6a6c2ada3ce053561c2fbc3ee211f23d9b8c520a,TON,18,0.01880691
0x5cf04716ba20127f1e2297addcf4b5035000c9eb,nkn,18,0.02529405
0x2f573070e6090b3264fe707e2c9f201716f123c7,MUMU,18,1.976e-09
0xb9f69c75a3b67425474f8bcab9a3626d8b8249e1,TOYBOX,18,24.22
0xa35b1b31ce002fbf2058d22f30f95d405200a15b,ETHx,18,4591.61
0x8dd09822e83313adca54c75696ae80c5429697ff,Sifu,18,72.71795428784688
0x5c5b196abe0d54485975d1ec29617d42d9198326,sdeUSD,18,1.0580193211025948
0x97a9bac06f90940bce9caec2b880ff17707519e4,MNTO,18,1.26
0x04f121600c8c47a754636fc9d75661a9525e05d5,STARS,18,1.99e-05
0x826180541412d574cf1336d22c0c0a287822678a,FLIP,18,0.454971
0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,Mog,18,8.30378e-07
0xc96de26018a54d51c097160568752c4e3bd6c364,FBTC,8,110228
0x60f67e1015b3f069dd4358a78c38f83fe3a667a9,ROUTE,18,0.00462644
0x14778860e937f509e651192a90589de711fb88a9,cyber,18,1.72
0xd9fcd98c322942075a5c3860693e9f4f03aae07b,EUL,18,9.81
0xf65b5c5104c4fafd4b709d9d60a185eae063276c,TRU,18,0.232972
0x1b0f6590d21dc02b92ad3a7d00f8884dc4f1aed9,SOMI,18,0.547819
0x3b37a9caf74ead14e521d46af0bf00737d827828,HOPE,18,0.00144796
0xfca59cd816ab1ead66534d82bc21e7515ce441cf,RARI,18,0.982139
0x910dfc18d6ea3d6a7124a6f8b5458f281060fa4c,X8X,18,0.00065868
0x3b484b82567a09e2588a13d54d032153f0c0aee0,SOS,18,3.066e-09
0x8df723295214ea6f21026eeeb4382d475f146f9f,EURQ,6,1.17
0x5a98fcbea516cf06857215779fd812ca3bef1b32,LDO,18,1.17
0x3597bfd533a99c9aa083587b074434e61eb0a258,dent,8,0.00072824
0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,8,110818
0xfe8526a77a2c3590e5973ba81308b90bea21fbff,WAI,18,8.2e-06
0x901a020915bc3577d85d29f68024b4c5e240b8cd,BLASTUP,18,0.00052623
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA,18,0.318686
0xa6422e3e219ee6d4c1b18895275fe43556fd50ed,STBU,18,0.01235861
0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,wTAO,9,321.76
0x2de509bf0014ddf697b220be628213034d320ece,DBI,18,0.00025396
0xa26cbb76156090f4b40a1799a220fc4c946afb3c,YNG,18,0.518014
0x683c8e87e74f3f8f27c0d2ebd4350fe4dba814ef,XGN,18,0.00026651
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,18,1761.08
0x4d4574f50dd8b9dbe623cf329dcc78d76935e610,ZEUS,9,1.814e-09
0x5b7533812759b45c2b44c19e320ba2cd2681b542,AGIX,8,0.260595
0xc36983d3d9d379ddfb306dfb919099cb6730e355,COLLE,18,5.096e-05
0xef7f7820a001aabac5e0979b175c9ff8af3dd4ec,XED,18,0.01511437
0xddbcdd8637d5cedd15eeee398108fca05a71b32b,CRAI,18,0.00307147
0x514910771af9ca656af840dff83e8264ecf986ca,LINK,18,22.19
0x04e69ff14a86e1ca9a155a8563e95887973ee175,AITV,18,0.081297
0x9b3a8159e119eb09822115ae08ee1526849e1116,MMA,9,0.00428239
0x686f2404e77ab0d9070a46cdfb0b7fecdd2318b0,LORDS,18,0.01395425
0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,ELFI,18,0.00718506
0x2bbd8602091bd1b90797d894163c0de76045f71c,END,18,0.0129829
0x628a3b2e302c7e896acc432d2d0dd22b6cb9bc88,LMWR,18,0.075718
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,4281.11
0x75d86078625d1e2f612de2627d34c7bc411c18b8,AGII,18,7.19e-06
0x66a1e37c9b0eaddca17d3662d6c05f4decf3e110,USR,18,0.999552
0x4554cc10898f92d45378b98d6d6c2dd54c687fb2,JBX,18,0.00092197
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,ENS,18,22.03
0x6123b0049f904d730db3c36a31167d9d4121fa6b,rbn,18,0.085967
0x7da2641000cbb407c329310c461b2cb9c70c3046,agi,18,0.04224521
0xf411903cbc70a74d22900a5de66a2dda66507255,VRA,18,0.00128883
0x7f4c5447af6a96d8eeaee1d932338cfc57890dbd,DAVE,18,4.1236e-11
0x614577036f0a024dbc1c88ba616b394dd65d105a,GNUS,18,1.72
0xd8c0b13b551718b808fc97ead59499d5ef862775,$MUSIC,8,0.01368457
0x3819f64f282bf135d62168c1e513280daf905e06,HDRN,9,2.5805e-08
0xa0246c9032bc3a600820415ae600c6388619a14d,FARM,18,27.67
0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,RIO,18,0.240729
0xa21af1050f7b26e0cff45ee51548254c41ed6b5c,OSAK,18,1.75221e-07
0x426a688ee72811773eb64f5717a32981b56f10c1,AMC,18,2.608e-09
0x791a5c2261823dbf69b27b63e851b7745532cfa2,TUA,18,3.392e-05
0x4dc26fc5854e7648a064a4abd590bbe71724c277,ANIME,18,0.01476239
0x1e762e1fac176bbb341656035daf5601b1c69be5,WEL,18,0.00157549
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,ogn,18,0.06091
0xc08e7e23c235073c6807c2efe7021304cb7c2815,XUSD,6,0.999599
0x5e3f09ab25548616b4b97f6163ff19cf6027930d,USACOIN,9,0.00624796
0x865377367054516e17014ccded1e7d814edc9ce4,DOLA,18,0.994927
0xef6344de1fcfc5f48c30234c16c1389e8cdc572c,DNA,18,0.00790246
0x1416946162b1c2c871a73b07e932d2fb6c932069,NRG,18,0.03676308
0x32e7c8a6e920a3cf224b678112ac78fdc0fb09d1,BOO,18,3.804e-05
0xccccb68e1a848cbdb5b60a974e07aae143ed40c3,TOPIA,18,0.00750366
0x429f0d8233e517f9acf6f0c8293bf35804063a83,POWER,18,0.00882277
0xbb3a8fd6ec4bf0fdc6cd2739b1e41192d12b1873,OBI,18,0.0003883
0x6df0e641fc9847c0c6fde39be6253045440c14d3,DINERO,18,0.00821141
0x4af1bc87e43ddb22188bb3791ae00341586fe8fc,CHAMP,18,0.00349108
0x1495bc9e44af1f8bcb62278d2bec4540cf0c05ea,deai,18,0.04687228
0x6055dc6ff1077eebe5e6d2ba1a1f53d7ef8430de,ES,6,0.130745
0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,DRGN,18,0.02322543
