page,base,target,last_price,volume_usd,bid_ask_spread,trust_score,market,coin_id,target_coin_id
1,0X66761FA41377003622AEE3C7675FC7B5C1C2FAC5,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,4.128030641e-05,171094.0,0.605392,green,Uniswap V3 (Ethereum),clearpool,weth
1,0XDD66781D0E9A08D4FBB5EC7BAC80B691BE27F21D,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,1.284324064e-05,158396.0,0.603114,green,Uniswap V3 (Ethereum),axondao-governance-token,weth
1,0X8E729198D1C59B82BD6BBA579310C40D740A11C2,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,4.493241537e-05,163423.0,0.603533,green,Uniswap V3 (Ethereum),alvara-protocol,weth
1,0X44971ABF0251958492FEE97DA3E5C5ADA88B9185,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,7.699535052e-05,156956.0,0.603243,green,Uniswap V3 (Ethereum),basedai,weth
1,0X464EBE77C293E473B48CFE96DDCF88FCF7BFDAC0,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,7.54728108e-05,156437.0,0.603405,green,Uniswap V3 (Ethereum),kryll,weth
2,0X00C83AECC790E8A4453E5DD3B0B4B3680501A7A7,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,7.349141977e-06,198219.0,0.603191,green,Uniswap V3 (Ethereum),skale,weth
2,0X455E53CBB86018AC2B8092FDCD39D8444AFFC3F6,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,5.252823594e-05,189294.0,0.603738,green,Uniswap V3 (Ethereum),polygon-ecosystem-token,weth
2,0X77777FEDDDDFFC19FF86DB637967013E6C6A116C,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.002654249377,184668.0,0.60342,green,Uniswap V3 (Ethereum),tornado-cash,weth
2,0X4D224452801ACED8B2F0AEBE155379BB5D594381,0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.6263436221,176040.0,0.604057,green,Uniswap V3 (Ethereum),apecoin,usd-coin
2,0X8143182A775C54578C8B7B3EF77982498866945D,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,9.013562359e-06,167175.0,0.602931,green,Uniswap V3 (Ethereum),wrapped-quil,weth
2,0XE41D2489571D322189246DAFA5EBDE1F4699F498,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,5.574342971e-05,168451.0,0.603102,green,Uniswap V3 (Ethereum),0x,weth
2,0X66761FA41377003622AEE3C7675FC7B5C1C2FAC5,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,4.119117933e-05,172512.0,0.605357,green,Uniswap V3 (Ethereum),clearpool,weth
2,0X6DE037EF9AD2725EB40118BB1702EBB27E4AEB24,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.0008197442699,155915.0,0.602895,green,Uniswap V3 (Ethereum),render-token,weth
2,0XDD66781D0E9A08D4FBB5EC7BAC80B691BE27F21D,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,1.284324064e-05,158442.0,0.603114,green,Uniswap V3 (Ethereum),axondao-governance-token,weth
2,0X8E729198D1C59B82BD6BBA579310C40D740A11C2,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,4.493241537e-05,162723.0,0.603533,green,Uniswap V3 (Ethereum),alvara-protocol,weth
2,0X44971ABF0251958492FEE97DA3E5C5ADA88B9185,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,7.699535052e-05,157002.0,0.603243,green,Uniswap V3 (Ethereum),basedai,weth
2,0X464EBE77C293E473B48CFE96DDCF88FCF7BFDAC0,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,7.54728108e-05,156483.0,0.603405,green,Uniswap V3 (Ethereum),kryll,weth
2,0X04C154B66CB340F3AE24111CC767E0184ED00CC6,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.9959608011,154408.0,0.603428,green,Uniswap V3 (Ethereum),dinero-staked-eth,weth
2,0X761A3557184CBC07B7493DA0661C41177B2F97FA,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.0001679604886,144373.0,0.602989,green,Uniswap V3 (Ethereum),valleydao,weth
2,0XFE0C30065B384F05761F15D0CC899D4F9F9CC0EB,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.0002645433052,141551.0,0.603172,green,Uniswap V3 (Ethereum),ether-fi,weth
2,0XD7EFB00D12C2C13131FD319336FDF952525DA2AF,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,1.333947282e-06,139243.0,0.603655,green,Uniswap V3 (Ethereum),proton,weth
2,0X9D65FF81A3C488D585BBFB0BFE3C7707C7917F54,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.002131756321,130330.0,0.603111,green,Uniswap V3 (Ethereum),ssv-network,weth
2,0X0B7F0E51CD1739D6C96982D55AD8FA634DD43A9C,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.002170841724,128586.0,0.602961,green,Uniswap V3 (Ethereum),dream-machine-token,weth
2,0XAB814CE69E15F6B9660A3B184C0B0C97B9394A6B,0XCB1592591996765EC0EFC1F92599A19767EE5FFA,0.001532924167,128619.0,0.603092,green,Uniswap V3 (Ethereum),cerebrum-dao,bio-protocol
2,0XB23D80F5FEFCDDAA212212F028021B41DED428CF,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.0004149026619,126649.0,0.602973,green,Uniswap V3 (Ethereum),echelon-prime,weth
2,0XC9B53AB2679F573E480D01E0F49E2B5CFB7A3EAB,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.0001831819736,124977.0,0.603017,green,Uniswap V3 (Ethereum),wrapped-xtz,weth
2,0X6440F144B7E50D6A8439336510312D2F54BEB01D,0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.9979219232,113232.0,0.60292,green,Uniswap V3 (Ethereum),liquity-bold-2,usd-coin
2,0XF17E65822B568B3903685A7C9F496CF7656CC6C2,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,2.419513077e-05,124301.0,0.603745,green,Uniswap V3 (Ethereum),biconomy,weth
2,0XD533A949740BB3306D119CC777FA900BA034CD52,0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.8936529232,120935.0,0.603246,green,Uniswap V3 (Ethereum),curve-dao-token,usd-coin
2,0X77FBA179C79DE5B7653F68B5039AF940ADA60CE0,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0.0006064586788,119025.0,0.603097,green,Uniswap V3 (Ethereum),ampleforth-governance-token,weth
